Suburb,Address,Rooms,Type,Price,Seller,Date,Distance,Bedroom,Bathroom,Car,Landsize,BuildingArea,YearBuilt,Region
Brighton East,92 Thomas St,5,h,3207000,hockingstuart,2016-12-10,10.7,5.0,5.0,3.0,1561.0,272.0,1969.0,Southern Metropolitan
Brighton East,200 South Rd,4,h,1920000,Nick,2017-02-11,10.7,4.0,1.0,1.0,1000.0,203.0,1960.0,Southern Metropolitan
Brighton East,1 Alexander St,3,h,1301000,Buxton,2016-11-12,10.7,3.0,2.0,2.0,401.0,121.0,1926.0,Southern Metropolitan
Brighton East,50 Lucas St,5,h,2550000,Buxton,2016-11-12,10.7,5.0,3.0,2.0,915.0,233.0,1960.0,Southern Metropolitan
Brighton East,3 Carrington Gr,5,h,1915000,Buxton,2016-08-13,10.7,5.0,2.0,0.0,645.0,238.0,1970.0,Southern Metropolitan
Brighton East,139 Thomas St,4,h,1650000,hockingstuart,2016-08-13,10.7,5.0,3.0,2.0,598.0,212.0,1948.0,Southern Metropolitan
Brighton East,4a Marriage Rd,4,h,1530000,RT,2016-05-14,10.7,2.0,2.0,1.0,603.0,177.0,1920.0,Southern Metropolitan
Brighton East,55 Baird St,4,h,2050000,Marshall,2016-10-15,10.7,4.0,2.0,4.0,678.0,233.0,1940.0,Southern Metropolitan
Brighton East,25 Camperdown St,5,h,2550000,RT,2016-10-15,10.7,5.0,3.0,2.0,551.0,346.0,2016.0,Southern Metropolitan
Brighton East,9a Elizabeth St,3,h,1355000,C21,2016-10-15,10.7,3.0,1.0,2.0,759.0,151.0,1930.0,Southern Metropolitan
Brighton East,4 Farmer St,2,h,1845000,Buxton,2016-10-15,10.7,2.0,1.0,2.0,604.0,145.0,1950.0,Southern Metropolitan
Brighton East,7 Tuxen Ct,5,h,2050000,RT,2016-10-15,10.7,5.0,3.0,3.0,669.0,309.0,1970.0,Southern Metropolitan
Brighton East,38 Agnew St,3,h,1710000,hockingstuart,2016-09-17,10.7,4.0,3.0,2.0,435.0,228.0,1915.0,Southern Metropolitan
Brighton East,27 Arnold Rd,4,h,2200000,Buxton,2016-06-18,10.7,4.0,2.0,2.0,654.0,286.0,2000.0,Southern Metropolitan
Brighton East,25 Robinson St,4,h,2150000,Buxton,2016-11-19,10.7,4.0,3.0,2.0,614.0,225.0,1970.0,Southern Metropolitan
Brighton East,8 Thomas St,2,h,1310000,Buxton,2016-09-24,10.7,4.0,3.0,2.0,302.0,250.0,2018.0,Southern Metropolitan
Brighton East,9 Montgomery St,4,h,2820000,Buxton,2016-11-27,10.7,4.0,4.0,4.0,509.0,337.0,1960.0,Southern Metropolitan
Brighton East,11 Summerhill Rd,2,h,1813000,Buxton,2016-11-27,10.7,2.0,1.0,2.0,660.0,117.0,1930.0,Southern Metropolitan
Brighton East,5 Tuxen Ct,5,h,1655000,Buxton,2016-11-27,10.7,5.0,2.0,2.0,679.0,288.0,1950.0,Southern Metropolitan
Brighton East,4 Bruce St,4,h,1389000,Buxton,2016-05-28,10.7,4.0,1.0,2.0,656.0,150.0,1930.0,Southern Metropolitan
Brighton East,214 Were St,4,h,2310000,Buxton,2016-05-28,10.7,4.0,2.0,2.0,757.0,130.0,1930.0,Southern Metropolitan
Brunswick,234 Victoria St,2,h,1026000,Nelson,2016-09-03,5.2,2.0,1.0,0.0,225.0,108.0,1905.0,Northern Metropolitan
Brunswick,9 Blair St,4,h,1802500,Jellis,2016-12-03,5.2,4.0,3.0,1.0,238.0,93.0,1910.0,Northern Metropolitan
Brunswick,25 Hardy St,4,h,1500000,Nelson,2016-12-03,5.2,4.0,3.0,1.0,365.0,209.0,1890.0,Northern Metropolitan
Brunswick,29 Stewart St,4,h,2230000,Nelson,2017-03-04,5.2,4.0,2.0,3.0,851.0,287.0,1940.0,Northern Metropolitan
Brunswick,2/3 Donald St,3,h,680000,Nelson,2016-06-04,5.2,3.0,3.0,1.0,81.0,100.0,2016.0,Northern Metropolitan
Brunswick,77 Blyth St,3,h,950000,Jellis,2016-08-06,5.2,3.0,1.0,0.0,170.0,96.0,1910.0,Northern Metropolitan
Brunswick,141 Gold St,2,h,845500,Nelson,2016-05-07,5.2,2.0,1.0,1.0,179.0,90.0,1890.0,Northern Metropolitan
Brunswick,129 Albion St,4,h,1115000,Jellis,2016-10-08,5.2,4.0,1.0,0.0,264.0,139.0,1900.0,Northern Metropolitan
Brunswick,39 Eveline St,3,h,1125000,Jellis,2016-10-08,5.2,3.0,1.0,1.0,278.0,91.0,1910.0,Northern Metropolitan
Brunswick,28 Osborne St,3,h,855000,Nelson,2016-10-08,5.2,3.0,1.0,1.0,229.0,97.0,1930.0,Northern Metropolitan
Brunswick,73 Davies St,2,h,1056000,Nelson,2016-09-10,5.2,2.0,1.0,1.0,315.0,108.0,1910.0,Northern Metropolitan
Brunswick,5 MacKenzie St,3,h,1222500,Nelson,2016-12-10,5.2,3.0,1.0,0.0,331.0,126.0,1890.0,Northern Metropolitan
Brunswick,98 Evans St,3,h,1060000,Nelson,2016-11-12,5.2,3.0,1.0,0.0,257.0,121.0,1935.0,Northern Metropolitan
Brunswick,246 Victoria St,2,h,890000,Jellis,2016-11-12,5.2,2.0,1.0,1.0,199.0,93.0,1900.0,Northern Metropolitan
Brunswick,14 Murdock St,3,h,976000,Jellis,2016-05-14,5.2,3.0,2.0,1.0,240.0,162.0,2005.0,Northern Metropolitan
Brunswick,157 Albion St,2,h,770000,Nelson,2016-10-15,5.2,2.0,1.0,0.0,152.0,87.0,1910.0,Northern Metropolitan
Brunswick,177 Barkly St,4,h,1800000,Nelson,2016-10-15,5.2,4.0,2.0,3.0,271.0,180.0,1900.0,Northern Metropolitan
Brunswick,30 Charles St,4,h,1350000,Nelson,2016-10-15,5.2,4.0,1.0,1.0,370.0,151.0,1940.0,Northern Metropolitan
Brunswick,113 Glenlyon Rd,4,h,1320000,Nelson,2016-10-15,5.2,4.0,2.0,1.0,281.0,156.0,1920.0,Northern Metropolitan
Brunswick,311 Albion St,3,h,825000,Nelson,2016-04-16,5.2,3.0,1.0,1.0,210.0,130.0,1900.0,Northern Metropolitan
Brunswick,175 Edward St,3,h,1261000,Nelson,2016-04-16,5.2,2.0,1.0,1.0,216.0,100.0,1910.0,Northern Metropolitan
Brunswick,84 Stewart St,3,h,1045000,Jellis,2016-04-16,5.2,3.0,1.0,2.0,222.0,105.0,1890.0,Northern Metropolitan
Brunswick,154 Brunswick Rd,3,h,1050000,Nelson,2016-09-17,5.2,3.0,1.0,1.0,239.0,126.0,1910.0,Northern Metropolitan
Brunswick,2 Chambers St,3,h,1691500,Nelson,2016-09-17,5.2,3.0,2.0,3.0,470.0,152.0,1920.0,Northern Metropolitan
Brunswick,54 Davies St,2,h,1075000,Jellis,2016-09-17,5.2,2.0,1.0,0.0,311.0,108.0,1930.0,Northern Metropolitan
Brunswick,393A Brunswick Rd,3,h,1260000,Rendina,2017-03-18,5.2,3.0,1.0,6.0,563.0,98.0,1960.0,Northern Metropolitan
Brunswick,52 Evans St,3,h,1650000,Nelson,2017-03-18,5.2,3.0,1.0,2.0,495.0,141.0,1920.0,Northern Metropolitan
Brunswick,17 Sutherland St,2,h,1015000,Nelson,2017-03-18,5.2,2.0,1.0,0.0,453.0,86.0,1920.0,Northern Metropolitan
Brunswick,5 Black St,3,h,1700000,Collins,2016-06-18,5.2,3.0,2.0,1.0,0.0,195.0,1945.0,Northern Metropolitan
Brunswick,222 Barkly St,5,h,2500000,Jellis,2016-11-19,5.2,5.0,2.0,2.0,555.0,266.0,1890.0,Northern Metropolitan
Brunswick,105 Dawson St,2,h,860000,Jellis,2016-11-19,5.2,2.0,1.0,1.0,298.0,88.0,1910.0,Northern Metropolitan
Brunswick,5 Hanover St,3,h,985000,Jellis,2016-05-22,5.2,3.0,1.0,2.0,384.0,89.0,1940.0,Northern Metropolitan
Brunswick,64 Hanover St,3,h,1250000,Ray,2016-05-22,5.2,3.0,1.0,1.0,483.0,162.0,1890.0,Northern Metropolitan
Brunswick,58 Cassels Rd,3,h,860000,Ray,2016-08-22,5.2,3.0,1.0,1.0,184.0,104.0,1890.0,Northern Metropolitan
Brunswick,35 Percy St,2,h,705000,Chambers,2016-04-23,5.2,2.0,1.0,1.0,161.0,68.0,1910.0,Northern Metropolitan
Brunswick,270 Albion St,3,h,880000,Nelson,2016-09-24,5.2,3.0,1.0,1.0,264.0,117.0,1915.0,Northern Metropolitan
Brunswick,28 Frederick St,3,h,1510000,Nelson,2017-02-25,5.2,3.0,1.0,0.0,325.0,150.0,1920.0,Northern Metropolitan
Brunswick,4 Frederick St,3,h,1170000,Nelson,2016-07-26,5.2,3.0,1.0,0.0,285.0,104.0,1890.0,Northern Metropolitan
Brunswick,4 Bell St,4,h,1790000,Ray,2016-06-27,5.2,3.0,1.0,1.0,416.0,129.0,1920.0,Northern Metropolitan
Brunswick,36 Charles St,4,h,1875000,Jellis,2016-06-27,5.2,4.0,2.0,2.0,657.0,207.0,1958.0,Northern Metropolitan
Brunswick,7 Garnet St,3,h,1053000,Ray,2016-06-27,5.2,3.0,1.0,1.0,343.0,1041.0,1925.0,Northern Metropolitan
Brunswick,329 Brunswick Rd,4,h,1175000,Jellis,2016-11-27,5.2,4.0,1.0,2.0,319.0,1.0,0.0,Northern Metropolitan
Brunswick,7 Hall St,4,h,1217000,Walshe,2016-11-27,5.2,4.0,1.0,0.0,363.0,127.0,1920.0,Northern Metropolitan
Brunswick,7 Louisa St,3,h,1020000,Jellis,2016-11-27,5.2,3.0,1.0,3.0,308.0,119.0,1943.0,Northern Metropolitan
Brunswick,26 Warburton St,3,h,1340000,Nelson,2016-11-27,5.2,3.0,1.0,1.0,316.0,132.0,1910.0,Northern Metropolitan
Brunswick,11 Denman St,4,h,1410000,Jellis,2016-05-28,5.2,4.0,2.0,1.0,460.0,214.0,1916.0,Northern Metropolitan
Brunswick,19 Horne St,3,h,1550000,Nelson,2016-05-28,5.2,3.0,1.0,1.0,346.0,126.0,1900.0,Northern Metropolitan
Brunswick,30 Lobb St,3,h,740000,Nelson,2016-05-28,5.2,3.0,2.0,1.0,4676.0,122.0,2010.0,Northern Metropolitan
Brunswick,46 Tinning St,2,h,765000,Nelson,2016-05-28,5.2,2.0,1.0,1.0,199.0,120.0,1880.0,Northern Metropolitan
Brunswick,10 Cliff St,1,h,772000,Collins,2016-08-28,5.2,1.0,1.0,1.0,147.0,82.0,1890.0,Northern Metropolitan
Brunswick,69 Glenlyon Rd,3,h,1210000,Nelson,2016-08-28,5.2,3.0,2.0,1.0,280.0,130.0,1890.0,Northern Metropolitan
Brunswick,25 Gray St,4,h,1755000,Jellis,2016-08-28,5.2,4.0,2.0,1.0,354.0,199.0,1910.0,Northern Metropolitan
Brunswick,411 Barkly St,2,h,945000,Jellis,2016-07-30,5.2,2.0,1.0,2.0,246.0,103.0,1910.0,Northern Metropolitan
Brunswick,52 Talbot St,2,h,755000,Nelson,2016-07-30,5.2,2.0,1.0,1.0,159.0,157.0,1930.0,Northern Metropolitan
Brunswick West,25 Wales St,3,h,1190000,Nelson,2016-12-03,5.9,3.0,1.0,1.0,0.0,119.0,1920.0,Northern Metropolitan
Brunswick West,64 Pearson St,3,h,955000,hockingstuart,2016-05-07,5.9,3.0,1.0,0.0,220.0,93.0,1930.0,Northern Metropolitan
Brunswick West,497 Albion St,5,h,1350000,Woodards,2016-11-07,5.9,5.0,2.0,2.0,510.0,321.0,1997.0,Northern Metropolitan
Brunswick West,10 Yarrabin St,3,h,810000,Brad,2016-11-07,5.9,3.0,1.0,2.0,349.0,95.0,1950.0,Northern Metropolitan
Brunswick West,81 Melville Rd,3,h,793000,Ray,2016-12-10,5.9,3.0,1.0,0.0,275.0,119.0,1935.0,Northern Metropolitan
Brunswick West,121 Pearson St,3,h,1300000,Jellis,2016-11-12,5.9,3.0,1.0,2.0,364.0,135.0,1900.0,Northern Metropolitan
Brunswick West,81 Whitby St,3,h,1330000,Nelson,2016-11-12,5.9,3.0,1.0,2.0,353.0,101.0,1930.0,Northern Metropolitan
Brunswick West,2 Henderson St,7,h,1205000,Raine,2016-10-15,5.9,7.0,3.0,1.0,447.0,287.0,1982.0,Northern Metropolitan
Brunswick West,171 Union St,3,h,1095000,Nelson,2016-10-15,5.9,3.0,1.0,1.0,411.0,168.0,1935.0,Northern Metropolitan
Brunswick West,201 Hope St,2,h,711000,Nelson,2016-04-16,5.9,2.0,1.0,1.0,177.0,87.0,1910.0,Northern Metropolitan
Brunswick West,542 Albion St,5,h,1200000,Jellis,2016-08-22,5.9,5.0,2.0,3.0,553.0,193.0,1920.0,Northern Metropolitan
Brunswick West,7 Morrow St,3,h,910000,Brad,2016-08-22,5.9,3.0,1.0,2.0,717.0,141.0,1950.0,Northern Metropolitan
Brunswick West,9 Peacock St,4,h,921500,Ray,2016-08-22,5.9,3.0,1.0,1.0,575.0,165.0,1930.0,Northern Metropolitan
Brunswick West,1 Jordan St,2,h,1315000,Nelson,2016-09-24,5.9,2.0,1.0,2.0,554.0,116.0,1930.0,Northern Metropolitan
Brunswick West,15 Wallace St,4,h,1000000,Nelson,2016-09-24,5.9,3.0,1.0,1.0,589.0,148.0,1935.0,Northern Metropolitan
Brunswick West,871 Park St,4,h,1700000,Jellis,2017-02-25,5.9,4.0,2.0,2.0,621.0,184.0,1920.0,Northern Metropolitan
Brunswick West,12 Hamilton St,2,h,820000,Jellis,2016-07-26,5.9,3.0,1.0,1.0,206.0,98.0,1900.0,Northern Metropolitan
Brunswick West,53 Heller St,4,h,1150000,Nelson,2016-05-28,5.9,4.0,1.0,2.0,519.0,169.0,1910.0,Northern Metropolitan
Brunswick West,1/536 Albion St,2,h,440000,Jellis,2016-08-28,5.9,2.0,1.0,1.0,0.0,62.0,1960.0,Northern Metropolitan
Brunswick West,196 Melville Rd,2,h,816000,Nelson,2016-08-28,5.9,3.0,2.0,1.0,343.0,115.0,1930.0,Northern Metropolitan
Brunswick West,16 Bakers Pde,4,h,970000,Nelson,2016-07-30,5.9,4.0,3.0,2.0,499.0,150.0,1925.0,Northern Metropolitan
Bulleen,42 Robert St,4,h,1300000,Jellis,2016-09-03,11.8,4.0,1.0,2.0,717.0,180.0,1960.0,Eastern Metropolitan
Bulleen,25 William St,4,h,1235000,Jellis,2016-09-03,11.8,4.0,2.0,2.0,556.0,214.0,1957.0,Eastern Metropolitan
Bulleen,4 Albany Pl,4,h,1303000,Barry,2017-03-04,11.8,4.0,2.0,2.0,670.0,197.0,1980.0,Eastern Metropolitan
Bulleen,130 Manningham Rd,3,h,880000,Barry,2016-06-04,11.8,3.0,2.0,2.0,514.0,190.0,1960.0,Eastern Metropolitan
Bulleen,13 Montgomery Pl,3,h,990000,Barry,2016-08-06,11.8,3.0,2.0,1.0,585.0,180.0,1950.0,Eastern Metropolitan
Bulleen,206 Manningham Rd,4,h,1225000,Ray,2016-05-07,11.8,4.0,2.0,2.0,723.0,159.0,1970.0,Eastern Metropolitan
Bulleen,9 Albany Pl,5,h,1490000,Fletchers,2016-11-07,11.8,5.0,3.0,2.0,796.0,304.0,1975.0,Eastern Metropolitan
Bulleen,49 Furneaux Gr,4,h,1002000,Jellis,2016-10-08,11.8,4.0,1.0,2.0,650.0,323.0,0.0,Eastern Metropolitan
Bulleen,38 Balwyn Rd,3,h,905000,Barry,2016-12-10,11.8,3.0,3.0,2.0,401.0,165.0,1965.0,Eastern Metropolitan
Bulleen,135 Manningham Rd,4,h,1085000,Barry,2016-12-10,11.8,4.0,2.0,1.0,1124.0,225.0,1960.0,Eastern Metropolitan
Bulleen,19 Warringal St,4,h,1280000,Barry,2017-03-11,11.8,4.0,1.0,2.0,732.0,6791.0,0.0,Eastern Metropolitan
Bulleen,14 Kandanga Gr,3,h,1075000,Jellis,2016-11-12,11.8,3.0,1.0,1.0,604.0,96.0,1960.0,Eastern Metropolitan
Bulleen,23 Bourke St,4,h,1302000,Barry,2016-10-15,11.8,4.0,2.0,2.0,475.0,245.0,1996.0,Eastern Metropolitan
Bulleen,8 Vera St,3,h,1050000,Fletchers,2016-10-15,11.8,3.0,2.0,1.0,728.0,719.0,1965.0,Eastern Metropolitan
Bulleen,71 Summit Dr,4,h,1000000,hockingstuart,2016-04-16,11.8,4.0,2.0,3.0,672.0,212.0,1970.0,Eastern Metropolitan
Bulleen,7 Kampman St,4,h,1300000,McGrath,2017-03-18,11.8,4.0,2.0,2.0,744.0,300.0,1985.0,Eastern Metropolitan
Bulleen,14 Collins St,3,h,990000,Barry,2016-08-22,11.8,3.0,1.0,2.0,602.0,175.0,1975.0,Eastern Metropolitan
Bulleen,19 Barak St,4,h,1100000,Barry,2016-09-24,11.8,4.0,2.0,2.0,693.0,212.0,1975.0,Eastern Metropolitan
Bulleen,28 Flinders St,2,h,903000,Barry,2016-07-26,11.8,2.0,1.0,1.0,591.0,140.0,1965.0,Eastern Metropolitan
Burwood,15 Loudon Rd,5,h,1590000,Jellis,2016-09-03,11.7,4.0,3.0,2.0,661.0,253.0,1940.0,Southern Metropolitan
Burwood,35 McCubbin St,4,h,1890000,Ray,2016-12-03,11.7,4.0,2.0,2.0,1145.0,111.0,1960.0,Southern Metropolitan
Burwood,30 Station St,3,h,1755000,Buxton,2016-02-04,11.7,3.0,1.0,1.0,931.0,145.0,1970.0,Southern Metropolitan
Burwood,2 Elgar Rd,3,h,1300000,Marshall,2016-06-04,11.7,3.0,1.0,1.0,667.0,136.0,1950.0,Southern Metropolitan
Burwood,48 Station St,3,h,1160000,Greg,2016-06-04,11.7,3.0,1.0,1.0,786.0,111.0,1950.0,Southern Metropolitan
Burwood,7 Wattlebird Ct,4,h,2000000,Fletchers,2016-05-07,11.7,4.0,3.0,2.0,928.0,229.0,1996.0,Southern Metropolitan
Burwood,1/14 Corrigan St,3,h,790000,Fletchers,2016-11-07,11.7,3.0,1.0,2.0,318.0,103.0,1960.0,Southern Metropolitan
Burwood,25 Greenwood St,4,h,1682000,Jellis,2016-10-08,11.7,4.0,2.0,1.0,921.0,174.0,1950.0,Southern Metropolitan
Burwood,1/34 Cumming St,5,h,1060000,Ray,2016-06-12,11.7,4.0,3.0,2.0,326.0,210.0,2013.0,Southern Metropolitan
Burwood,33 Brockhoff Dr,4,h,1255000,Buxton,2016-11-12,11.7,4.0,2.0,2.0,438.0,210.0,2005.0,Southern Metropolitan
Burwood,2a Iris St,2,h,633000,Noel,2016-05-14,11.7,2.0,1.0,1.0,276.0,92.0,1965.0,Southern Metropolitan
Burwood,29 Meldan St,2,h,1350000,Fletchers,2016-04-16,11.7,2.0,1.0,2.0,593.0,82.0,1950.0,Southern Metropolitan
Burwood,1/46 Gillard St,3,h,570000,Ray,2016-09-17,11.7,3.0,1.0,1.0,384.0,112.0,1950.0,Southern Metropolitan
Burwood,4 Iris St,5,h,2150000,RW,2016-09-17,11.7,5.0,4.0,2.0,643.0,380.0,2014.0,Southern Metropolitan
Burwood,19 Puerta St,3,h,1540000,Jellis,2016-09-17,11.7,3.0,2.0,2.0,653.0,120.0,1950.0,Southern Metropolitan
Burwood,18 Brockhoff Dr,4,h,1250000,Barry,2016-09-24,11.7,4.0,2.0,2.0,499.0,220.0,2005.0,Southern Metropolitan
Burwood,6 Alimar Ct,4,h,1410000,Buxton,2016-06-27,11.7,3.0,2.0,3.0,739.0,182.0,1970.0,Southern Metropolitan
Camberwell,28 Brinsley Rd,4,h,2650000,Jellis,2016-09-03,7.8,4.0,2.0,1.0,652.0,189.0,1890.0,Southern Metropolitan
Camberwell,49 Christowel St,5,h,2600000,Marshall,2016-12-03,7.8,5.0,4.0,1.0,708.0,348.0,1940.0,Southern Metropolitan
Camberwell,3/107 Wattle Valley Rd,3,h,1650000,Marshall,2016-12-03,7.8,3.0,2.0,2.0,305.0,189.0,1998.0,Southern Metropolitan
Camberwell,89 Radnor St,3,h,1987000,Jellis,2016-06-04,7.8,3.0,2.0,2.0,706.0,164.0,1960.0,Southern Metropolitan
Camberwell,2 Thomas St,3,h,1690000,hockingstuart,2016-06-04,7.8,3.0,2.0,1.0,777.0,154.0,1950.0,Southern Metropolitan
Camberwell,18 Russell St,4,h,2600000,Jellis,2016-05-07,7.8,3.0,2.0,2.0,600.0,232.0,1897.0,Southern Metropolitan
Camberwell,19 Thomas St,3,h,2325000,Marshall,2016-05-07,7.8,3.0,2.0,2.0,1133.0,131.0,1930.0,Southern Metropolitan
Camberwell,4 Range St,3,h,2000000,Jellis,2016-06-12,7.8,3.0,1.0,2.0,821.0,105.0,1925.0,Southern Metropolitan
Camberwell,163 Through Rd,3,h,1302000,Fletchers,2016-06-12,7.8,2.0,1.0,1.0,427.0,115.0,1938.0,Southern Metropolitan
Camberwell,13 Grace St,3,h,1622000,Noel,2016-11-12,7.8,3.0,1.0,1.0,544.0,160.0,1930.0,Southern Metropolitan
Camberwell,46 Athelstan Rd,5,h,2608000,Marshall,2016-10-15,7.8,5.0,2.0,4.0,730.0,3112.0,1920.0,Southern Metropolitan
Camberwell,6 Gavan St,3,h,1780000,Fletchers,2016-10-15,7.8,3.0,1.0,1.0,769.0,133.0,1930.0,Southern Metropolitan
Camberwell,4 Ada St,3,h,2250000,O'Donoghues,2016-04-16,7.8,3.0,2.0,2.0,656.0,225.0,2009.0,Southern Metropolitan
Camberwell,591 Camberwell Rd,2,h,895000,O'Donoghues,2016-04-16,7.8,2.0,1.0,1.0,424.0,95.0,1930.0,Southern Metropolitan
Camberwell,5 Cooloongatta Rd,3,h,1800000,Marshall,2016-04-16,7.8,3.0,2.0,0.0,584.0,213.0,1920.0,Southern Metropolitan
Camberwell,18 Middle Rd,5,h,2700000,Jellis,2016-09-17,7.8,5.0,3.0,2.0,802.0,317.0,1994.0,Southern Metropolitan
Camberwell,15 Hollsmoor Rd,4,h,2228000,Jellis,2017-03-18,7.8,4.0,2.0,2.0,813.0,163.0,1960.0,Southern Metropolitan
Camberwell,6 Wilson Gr,3,h,1602500,Lindellas,2017-03-18,7.8,3.0,1.0,1.0,405.0,102.0,1930.0,Southern Metropolitan
Camberwell,13 Smith Rd,3,h,2177000,Kay,2016-08-22,7.8,3.0,1.0,2.0,635.0,130.0,1920.0,Southern Metropolitan
Camberwell,68 Bowen St,3,h,3400000,Jellis,2017-02-25,7.8,3.0,2.0,4.0,877.0,146.0,1960.0,Southern Metropolitan
Camberwell,26 Hunter Rd,3,h,2105000,Fletchers,2017-02-25,7.8,3.0,1.0,2.0,692.0,164.0,1940.0,Southern Metropolitan
Camberwell,16A Waterloo St,3,h,3300000,Kay,2017-02-25,7.8,3.0,3.0,2.0,417.0,220.0,2016.0,Southern Metropolitan
Camberwell,29 Kalang Rd,4,h,2015000,Jellis,2016-11-27,7.8,4.0,1.0,4.0,772.0,145.0,1920.0,Southern Metropolitan
Camberwell,25 Russell St,4,h,3225000,Marshall,2016-11-27,7.8,4.0,3.0,1.0,632.0,270.0,1890.0,Southern Metropolitan
Camberwell,44 Athelstan Rd,5,h,3320000,Weast,2016-05-28,7.8,5.0,4.0,2.0,741.0,407.0,2009.0,Southern Metropolitan
Camberwell,2 Hazel St,5,h,2125000,Marshall,2016-05-28,7.8,4.0,3.0,2.0,603.0,282.0,1980.0,Southern Metropolitan
Camberwell,91 Radnor St,4,h,2030000,Jellis,2016-05-28,7.8,4.0,2.0,2.0,686.0,210.0,1960.0,Southern Metropolitan
Camberwell,612 Riversdale Rd,4,h,2750000,RT,2016-05-28,7.8,4.0,3.0,1.0,0.0,257.0,1912.0,Southern Metropolitan
Camberwell,532 Burke Rd,4,h,2000000,Noel,2016-08-28,7.8,4.0,3.0,4.0,697.0,271.0,1980.0,Southern Metropolitan
Camberwell,9 Derby St,5,h,2250000,Marshall,2016-08-28,7.8,5.0,5.0,1.0,639.0,453.0,2010.0,Southern Metropolitan
Camberwell,20 Kirkwood Dr,5,h,2740000,Fletchers,2016-08-28,7.8,4.0,2.0,2.0,643.0,363.0,2005.0,Southern Metropolitan
Canterbury,18 Irilbarra Rd,4,h,2950000,Marshall,2016-09-03,9.0,4.0,2.0,2.0,687.0,215.0,1935.0,Southern Metropolitan
Canterbury,33 Myrtle Rd,3,h,1587500,Marshall,2016-12-03,9.0,3.0,1.0,1.0,459.0,130.0,1920.0,Southern Metropolitan
Canterbury,2 McGregor St,4,h,2375000,Jellis,2016-05-07,9.0,4.0,2.0,1.0,653.0,229.0,1910.0,Southern Metropolitan
Canterbury,31 Rubens Gr,5,h,2900000,Jellis,2016-05-07,9.0,5.0,2.0,2.0,795.0,297.0,1910.0,Southern Metropolitan
Canterbury,42 Warburton Rd,3,h,2200000,Noel,2016-05-07,9.0,3.0,3.0,2.0,468.0,148.0,1890.0,Southern Metropolitan
Canterbury,5 Margaret St,4,h,2620000,Marshall,2016-11-07,9.0,4.0,1.0,1.0,717.0,235.0,1890.0,Southern Metropolitan
Canterbury,5 Dorothea St,2,h,1305000,Jellis,2016-10-08,9.0,2.0,1.0,1.0,342.0,104.0,1945.0,Southern Metropolitan
Canterbury,1b Daphne St,3,h,928000,Fletchers,2016-09-10,9.0,3.0,2.0,1.0,145.0,140.0,1998.0,Southern Metropolitan
Canterbury,13 Byron St,5,h,2930000,Jellis,2016-12-10,9.0,5.0,3.0,4.0,645.0,222.0,2005.0,Southern Metropolitan
Canterbury,21 Compton St,4,h,2950000,Jellis,2016-12-10,9.0,4.0,2.0,3.0,812.0,173.0,1927.0,Southern Metropolitan
Canterbury,8 Dudley Pde,5,h,2350000,Jellis,2016-10-15,9.0,5.0,2.0,4.0,838.0,282.0,1910.0,Southern Metropolitan
Canterbury,21 Marden St,3,h,1640000,Marshall,2016-10-15,9.0,3.0,3.0,2.0,352.0,207.0,1997.0,Southern Metropolitan
Canterbury,47 Warburton Rd,3,h,1680000,Fletchers,2016-09-17,9.0,3.0,2.0,1.0,325.0,197.0,1910.0,Southern Metropolitan
Canterbury,77 Highfield Rd,5,h,3550000,RT,2017-03-18,9.0,5.0,4.0,4.0,684.0,427.0,2013.0,Southern Metropolitan
Canterbury,17 Irilbarra Rd,4,h,3400000,Jellis,2016-11-19,9.0,4.0,1.0,4.0,845.0,411.0,2008.0,Southern Metropolitan
Canterbury,12a View St,3,h,1850000,Marshall,2016-07-26,9.0,3.0,2.0,2.0,361.0,216.0,1995.0,Southern Metropolitan
Canterbury,35 Myrtle Rd,4,h,3145000,RW,2016-11-27,9.0,4.0,2.0,2.0,796.0,276.0,2012.0,Southern Metropolitan
Carlton North,112 Newry St,4,h,1425000,Nelson,2017-03-04,3.2,4.0,3.0,0.0,122.0,130.0,1890.0,Northern Metropolitan
Carlton North,989 Drummond St,3,h,2950000,Chambers,2016-05-07,3.2,3.0,1.0,2.0,499.0,164.0,1910.0,Northern Metropolitan
Carlton North,700 Rathdowne St,4,h,2175000,Woodards,2016-05-07,3.2,3.0,1.0,0.0,418.0,163.0,1920.0,Northern Metropolitan
Carlton North,1 Fletcher La,2,h,800000,Nelson,2016-12-10,3.2,2.0,1.0,1.0,73.0,104.0,2009.0,Northern Metropolitan
Carlton North,967 Drummond St,4,h,2718000,Ray,2017-03-11,3.2,4.0,2.0,0.0,538.0,142.0,2015.0,Northern Metropolitan
Carlton North,392 Station St,2,h,2400000,Kelly,2016-11-12,3.2,1.0,2.0,0.0,413.0,172.0,1900.0,Northern Metropolitan
Carlton North,1018 Drummond St,4,h,2520000,Nelson,2016-04-16,3.2,4.0,2.0,2.0,504.0,168.0,1890.0,Northern Metropolitan
Carlton North,462 Canning St,3,h,1955000,Nelson,2016-07-16,3.2,3.0,2.0,1.0,163.0,135.0,0.0,Northern Metropolitan
Carlton North,75 Fenwick St,3,h,2050000,Nelson,2017-03-18,3.2,3.0,2.0,0.0,84.0,148.0,1970.0,Northern Metropolitan
